
Brassage génétique : Méiose et fécondation| id: + 1
À quel événement associez-vous la guerre du Kippour de 1973 ?|L’assassinat d’Y. Rabin|Le 1er choc pétrolier|Le retrait des français et des Britanniques lors de la crise de Suez|La formation de la L.E.A||ANSWERS|Le 1er choc pétrolier|
À quelle notion associez-vous la ligue des États arabes créée en 1945 ?|L’ONU|L’anticommunisme|Le panarabisme|L’islamisme||ANSWERS|Le panarabisme|
L’Iran est un État qui peut être considéré comme :|Une démocratie libérale|Une république populaire|Une dictature militaire|Une théocratie||ANSWERS|Une théocratie|
L’O.L.P. est une organisation longtemps dirigée par Yasser Arafat, elle signifie :|Organisation de Libération du Proche-Orient|Organisation de Libération du Pétrole|Organisation des Libertés Populaires|Organisation de Libération de la Palestine||ANSWERS|Organisation de Libération de la Palestine|
Laquelle de ces affirmations vous semble correcte ?|Le Proche et le Moyen-Orient sont des terres multiconfessionnelles qui ont vu naître les trois grands monothéismes.|Le Proche et le Moyen-Orient sont des terres multiconfessionnelles qui ont vu naître les trois grands polythéismes.|Le Proche et le Moyen-Orient sont des terres où domine le judaïsme.|Le Proche et le Moyen-Orient sont des terres largement pacifiées aujourd’hui.||ANSWERS|Le Proche et le Moyen-Orient sont des terres multiconfessionnelles qui ont vu naître les trois grands monothéismes.|
En dehors de la question des hydrocarbures et des passages stratégiques qui y sont associés, un autre enjeu de poids dans la région qui suscite des tensions est la question :|Du partage de l’eau.|De la montée en puissance du christianisme.|Du repli sur soi des États de cette région.|De l’arrivée des investisseurs chinois.||ANSWERS|Du partage de l’eau.|

S'exprimer au futur| id: + 131
(Au téléphone) Désolé, mais je ne peux pas te parler maintenant. Je t’appellerai ce soir.|Sorry, but I can’t talk to you now. I’m calling you back this evening.|Sorry, but I can’t talk to you now. I call you back this evening.|Sorry, but I can’t talk to you now. I’ll call you back this evening.|Sorry, but I can’t talk to you now. I’m going to call you back this evening.||ANSWERS|Sorry, but I can’t talk to you now. I’ll call you back this evening.|
Selon les spécialistes, la population mondiale va continuer à croître.|According to experts the world population will continue to grow.|According to experts the world population is continuing to grow.|According to experts the world population is continuing to grow.|According to experts the world population will have continued to grow.||ANSWERS|According to experts the world population will continue to grow.|
Je t’appelle dès que je rentre chez moi.|I’ll call you as soon as I am going to get home.|I’ll call you as soon as I will get home.|I’ll call you as soon as I am getting home.|I’ll call you as soon as I get home.||ANSWERS|I’ll call you as soon as I get home.|
Je suis vraiment fatigué ! Je vais me reposer ce week-end !|I am really tired! I’m resting this weekend!|I am really tired! I’m going to rest this weekend!|I am really tired! I going to rest this weekend!|I am really tired! I rest this weekend!||ANSWERS|I am really tired! I’m going to rest this weekend!|
Oh non, regarde ! Les voitures vont se percuter.|Oh no! Look! The cars are crashing.|Oh no! Look! The cars shall crash.|Oh no! Look! The cars are going to crash.|Oh no! Look! The cars will crash.||ANSWERS|Oh no! Look! The cars are going to crash.|
Je dois voir le dentiste samedi prochain à 10h00.|I going to see my dentist next Saturday at 10:00.|I am to seeing my dentist next Saturday at 10:00.|I will to see my dentist next Saturday at 10:00.|I am seeing my dentist next Saturday at 10:00.||ANSWERS|I am seeing my dentist next Saturday at 10:00.|
Quand tu arriveras, il aura déjà déjeuné.|When you arrive, he will already have eaten lunch.|When you will arrive, he will already have eaten lunch.|When you arrive, he will already have ate lunch.|When you arrive, he will already eat lunch.||ANSWERS|When you arrive, he will already have eaten lunch.|
L’avion de Peter arrive demain matin à 9h45.|Peter’s plane is arrive tomorrow morning at 9:45.|Peter’s plane will to arrive tomorrow morning at 9:45.|Peter’s plane is going arrive tomorrow morning at 9:45.|Peter’s plane arrives tomorrow morning at 9:45.||ANSWERS|Peter’s plane arrives tomorrow morning at 9:45.|
Le ministre va rencontrer le président dans deux semaines.|The Minister will to meet the President in two weeks.|The Minister meets the President in two weeks.|The Minister meeting the President in two weeks.|The Minister is to meet the President in two weeks.||ANSWERS|The Minister will to meet the President in two weeks.|
A quelle heure pars-tu demain ?|What time shall you leave tomorrow?|What time you are leaving tomorrow?|What time are you leaving tomorrow?|What time will you leaving tomorrow?||ANSWERS|What time are you leaving tomorrow?|

Les 3 formes de used to + verbe| id: + 134
Autrefois je parlais espagnol.|I use to speak Spanish|I used to speaking Spanish|I used to speak Spanish|I am used to speak Spanish||ANSWERS|I used to speak Spanish|
Je commence à m’habituer à la vie londonienne.|I getting used to life in London|I am getting used to life in London|I am used to life in London|I used to life in London||ANSWERS|I am getting used to life in London|
Il ne fumait pas autrefois.|He didn’t used to smoke|He isn’t used to smoke|He is getting used to smoking|He didn’t use to smoke||ANSWERS|He didn’t use to smoke|
Il y avait un immeuble ici autrefois.|There used to be a building here|There used a building here|There is used a building here|There were a building here before||ANSWERS|There used to be a building here|
Je me suis habitué à mon nouvel ordinateur.|I used to my new computer|I used to have my new computer|I getting used to my new computer|I’m used to my new computer||ANSWERS|I’m used to my new computer|
J’aime bien vivre en Thaïlande, mais je n’arrive pas à m’habituer à manger les insectes !|I like living in Thailand, but I’m not used to eating insects!|I like living in Thailand, but I used to eating insects!|I like living in Thailand, but I can’t get used to eating insects!|I like living in Thailand, but I didn’t use to eat insects!||ANSWERS|I like living in Thailand, but I can’t get used to eating insects!|
Est-ce vrai que tu jouais au rugby avant ?|Is it true that you used to play rugby?|Is it true that you used to playing rugby?|Is it true that you are used to playing rugby?|Is it true that you are getting used to playing rugby?||ANSWERS|Is it true that you used to play rugby?|
Es-tu habitué à la vie en dortoir ?|Did you use to live in a dormitory?|Are you used to living in a dormitory?|Are you used to live in a dormitory?|Do you used to live in a dormitory?||ANSWERS|Are you used to living in a dormitory?|
Anne commence à s’habituer à ce climat froid.|Anne is used to this cold climate.|Anne is getting used to this cold climate|Anne isn’t used to this cold climate.|Anne isn’t used to this cold climate.||ANSWERS|Anne is getting used to this cold climate|
Je ne m’y suis jamais fait.|I am never used to it.|I never used to it.|I never got used to it.|I am never getting used to it.||ANSWERS|I never got used to it.|

Verbes suivis de -ing ou de to| id: + 137
Il a des problèmes de santé donc il évite de manger trop de sel.|He has some health problems, so he avoids to eat too much salt.|He has some health problems, so he avoids eat too much salt.|He has some health problems, so he avoids eating too much salt.|He has some health problems, so he avoids to eating too much salt.||ANSWERS|He has some health problems, so he avoids eating too much salt.|
Il a fini de lire le livre hier soir.|He finished having read the book last night.|He finished read the book last night.|He finished to read the book last night.|He finished reading the book last night.||ANSWERS|He finished reading the book last night.|
Il pense continuer ses études à Londres.|He expects to continue his studies in London.|He expected to continue his studies in London.|He expects continuing his studies in London.|He expects to continuing his studies in London.||ANSWERS|He expects to continue his studies in London.|
Il a promis d’envoyer une carte postale.|He promised sending a postcard|He promised to send a postcard|He promised send a postcard|He will promise sending a postcard||ANSWERS|He promised to send a postcard|
Ce livre vaut vraiment la peine d’être lu.|This book is really worth to read|This book is really worth reading|This book is really worth to be reading|This book is really worth read||ANSWERS|This book is really worth reading|
David s’est arrêté de fumer il y a deux ans.|David stopped smoking two years ago|David stopped smoke two years ago|David stopped to smoking two years ago|David stopped to smoke two years ago||ANSWERS|David stopped smoking two years ago|
Nous allons nous arrêter pour faire une pause.|We’re going to stop to taking a break|We’re going to stop taking a break|We’re going to stop to take a break|We’re going to stop breaking||ANSWERS|We’re going to stop to take a break|
Notre prof d’anglais nous oblige à apprendre par cœur tous les dialogues dans le livre.|Our English teacher makes us to memorize all the dialogs in the book|Our English teacher makes us memorizing all the dialogs in the book|Our English teacher made us memorize all the dialogs in the book|Our English teacher makes us memorize all the dialogs in the book||ANSWERS|Our English teacher makes us memorize all the dialogs in the book|
Est-ce que tu t’es souvenu de fermer la fenêtre à la cuisine ?|Did you forget to close the kitchen window?|Did you remember closing the kitchen window?|Did you remember to close the kitchen window?|Did you remember close the kitchen window?||ANSWERS|Did you remember to close the kitchen window?|
N’oublies pas de m’envoyer les photos !|Don’t forget to send me the pictures!|Don’t forget sending me the pictures!|Don’t forget send me the pictures!|Remember sending me the pictures!||ANSWERS|Don’t forget to send me the pictures!|

Les quantifieurs| id: + 138
Il n’y a pas d’ordinateurs dans la bibliothèque.|There is no computers in the library.|There aren’t no computers in the library.|There are no computers in the library.|There are not many computers in the library.||ANSWERS|There are no computers in the library.|
C’est une millionnaire et elle a beaucoup d’argent.|She’s a millionaire and has many money.|She’s a millionaire and has quite a few money.|She’s a millionaire and has a lots of money.|She’s a millionaire and has a lot of money.||ANSWERS|She’s a millionaire and has a lot of money.|
Ricardo a vécu dans plusieurs pays et il parle cinq langues.|Ricardo has lived in several countries and speaks five languages.|Ricardo has lived in several of countries and speaks five languages.|Ricardo has lived in many countries and speaks five languages.|Ricardo has lived in quite a few countries and speaks five languages.||ANSWERS|Ricardo has lived in several countries and speaks five languages.|
Quand je vivais à Londres, j’ai visité pas mal de musées.|When I lived in London, I visited quite a bit of museums.|When I lived in London, I visited every museum.|When I lived in London, I visited all the museums.|When I lived in London, I visited quite a few museums.||ANSWERS|When I lived in London, I visited quite a few museums.|
Elle était tellement fatiguée qu’elle a dormi toute la journée.|She was so tired that she slept every day.|She was so tired that she slept all day.|She was so tired that she slept most of the day.|She was so tired that she slept several days.||ANSWERS|She was so tired that she slept all day.|
Le serveur dans le restaurant m’a dit que je pouvais choisir n’importe quel dessert.|The waiter in the restaurant told me that I could choose all the desserts.|The waiter in the restaurant told me that I could choose some of the desserts.|The waiter in the restaurant told me that I could choose any dessert.|The waiter in the restaurant told me that I could choose quite a lot of the desserts.||ANSWERS|The waiter in the restaurant told me that I could choose any dessert.|
Il n’y a aucune machine à photocopier à l’école.|There isn’t no photocopier in the school.|There are not many photocopiers in the school.|There is no photocopier in the school.|There are a few photocopiers in the school.||ANSWERS|There is no photocopier in the school.|
La plupart de mes copains partent à l’étranger cet été.|Most of my friends are going abroad this summer.|Most friends are going abroad this summer.|Most of the friends are going abroad this summer.|Some friends are going abroad this summer.||ANSWERS|Most of my friends are going abroad this summer.|
C’est bon. Je pense qu’il nous reste encore quelques copies.|It’s OK. I think we still have few copies.|It’s OK. I think we still have little copies.|It’s OK. I think we still have a few copies.|It’s OK. I think we still have a little copies.||ANSWERS|It’s OK. I think we still have a few copies.|
Chacun des étudiants a reçu un certificat.|Every one of the students received a certificate.|Each one of the students received a certificate.|Every students received a certificate.|All the students received a certificate.||ANSWERS|Each one of the students received a certificate.|

Le comparatif et le superlatif| id: + 139
Mon nouveau mobile est plus lourd que mon ancien.|My new mobile is heavier than my old one|My new mobile is heavyer than my old one|My new mobile is more heavy than my old one|My new mobile is more heavier than my old one||ANSWERS|My new mobile is heavier than my old one|
Mon nouveau mobile est beaucoup plus lourd que mon ancien.|My new mobile is much heavyer than my old one|My new mobile is a lot heavier than my old one|My new mobile is slightly heavier than my old one|My new mobile is the most heavier than my old one||ANSWERS|My new mobile is a lot heavier than my old one|
Celui-ci est le plus cher.|This one is the more expensive|This one is the expensivest|This one is the most expensive|This one is the least expensive||ANSWERS|This one is the most expensive|
Je trouve que l’algèbre est plus compliqué que la géométrie.|I think that algebra is less complicated than geometry|I think that algebra is most complicated than geometry|I think that algebra is more complicated that geometry|I think that algebra is more complicated than geometry||ANSWERS|I think that algebra is more complicated than geometry|
John n’est pas aussi grand que Tony.|John is not as tall than Tony|John is not as taller as Tony|John is not the tallest as Tony|John is not as tall as Tony||ANSWERS|John is not as tall as Tony|
Ce livre est le moins intéressant.|This book is the less interesting|This book is least interesting|This book is the least interesting|This book is the most interesting||ANSWERS|This book is the least interesting|
Le Nil est le plus long fleuve du monde.|The Nile is the longest river in the world|The Nile is the most long river in the world|The Nile is the most longest river in the world|The Nile is the longer river in the world||ANSWERS|The Nile is the longest river in the world|
Mon nouvel écran est un peu plus grand que mon ancien écran.|My new screen is bigger than my old screen|My new screen is a little bigger than my old screen|My new screen is slightly bigger that my old screen|My new screen is significantly bigger than my old screen||ANSWERS|My new screen is a little bigger than my old screen|
C’est leur meilleur album|This is their better album|This is their best album|This is their most best album|This is their goodest album||ANSWERS|This is their best album|
Celui là est le moins cher.|That one is the less expensive|That one is the most less expensive|That one is the least expensive|That one is least expensive||ANSWERS|That one is the least expensive|

Les pronoms COD| id: + 159
La musica Jazz …|lo ascolto sempre volentieri.|la ascolto sempre volentieri.|ci ascoltiamo sempre volentieri.|vi ascolto sempre volentieri||ANSWERS|la ascolto sempre volentieri.|
Leggi spesso i giornali sportivi ?|Sì, lo leggo soprattutto il weekend.|Sì, leggoli soprattutto il weekend.|Sì, loro leggo soprattutto il weekend.|Sì, li leggo soprattutto il weekend.||ANSWERS|Sì, li leggo soprattutto il weekend.|
Prendi sempre la metropolitana ?|No, non spesso. La prendo ogni tanto.|No, non spesso. Ti prendo ogni tanto.|No, non spesso. Prendola ogni tanto.|No, non spesso. Lo prendo ogni tanto.||ANSWERS|No, non spesso. La prendo ogni tanto.|
Le amiche …|… ci incontro quasi ogni giorno.|… incontrole quasi ogni giorno.|… le incontro quasi ogni giorno.|… vi incontro quasi ogni giorno.||ANSWERS|… le incontro quasi ogni giorno.|
Lo sport …|… preferisco praticarti, non ti guardo in TV.|… preferisco praticarci, non ci guardo in TV.|… preferisco lo praticare, non lo guardo in TV.|… preferisco praticarlo, non lo guardo in TV.||ANSWERS|… preferisco praticarlo, non lo guardo in TV.|
Il vino, come lo preferisci ?|Vi preferisco bianco e frizzante.|Preferisco loro bianco e frizzante.|Li preferisco bianco e frizzante.|Lo preferisco bianco e frizzante.||ANSWERS|Lo preferisco bianco e frizzante.|
Da quanto tempo porti le lenti a contatto ?|La porto da molti anni.|Le porto da molti anni.|Portoli da molti anni.|Ti porto da molti anni.||ANSWERS|Le porto da molti anni.|
Quando ci porti a vedere la tua casa ?|Ti vengo a prendere domani e andiamo a vederla.|Ci vengo a prendere domani e andiamo a vederla.|Vi vengo a prendere domani e andiamo a vederla.|Vengo a prenderci domani e andiamo a vederla.||ANSWERS|Vi vengo a prendere domani e andiamo a vederla.|
Ti posso chiamare questa sera, verso le 21.00 ?|Certo ! Ci puoi chiamarci quando vuoi.|Certo ! Lo puoi chiamare quando vuoi.|Certo ! Mi puoi chiamare quando vuoi.|Certo ! Vi posso chiamare quando voglio.||ANSWERS|Certo ! Mi puoi chiamare quando vuoi.|
Di solito, gli spaghetti ….|… loro preferisco alla Bolognese.|… li preferisco alla Bolognese.|… preferiscoli alla Bolognese.|… ci preferisco alla Bolognese.||ANSWERS|… li preferisco alla Bolognese.|

Le subjonctif présent| id: + 161
Non credo che Anna (venire) al lago con noi questo week-end.|viene|venga|veniva|vengano||ANSWERS|venga|
È importante che lei (studiare) un po’ di più se vuole passare l’esame.|studi|studia|ha studiato|studierà||ANSWERS|studi|
Penso che anche loro (venire) in discoteca con noi, ma forse arrivano più tardi.|verrete|vengono|veniamo|vengano||ANSWERS|vengano|
Ragazzi, è necessario che (finire) il lavoro entro oggi.|finiate|finite|finirete|finiscono||ANSWERS|finiate|
Non credo che l’aereo (arrivare) in orario, è sempre in ritardo.|arriva|arrivava|arrivi|arriveranno||ANSWERS|arrivi|
Mi sembra che tu (avere) voglia di cambiare lavoro.|hai|avrai|abbia|Mi sembra che tu (avere) voglia di cambiare lavoro.||ANSWERS|abbia|
Per capire l’intera storia, bisogna che tu (leggere) il libro fino alla fine.|leggi|leggerai|abbia leggere|legga||ANSWERS|legga|
È indispensabile che tu (imparare) l’inglese se vuoi trovare un lavoro in questo settore.|imparerai|impari|impariamo|impara||ANSWERS|impari|
Non penso che Claudia e Silvia (fare) la torta al cioccolato.|facciate|faccia|faremo|fa||ANSWERS|faccia|
Voi credete che loro (scegliere) il menù più caro.|scelgano|scelgono|sceglie|sceglieranno||ANSWERS|scelgano|

Traduction de ça et c'est| id: + 162
Ça dépend.|Tutto è dipendente.|Dipende.|Questo dipenderà da me.|Questo dipende.||ANSWERS|Dipende.|
C’est toujours comme ça.|Questo è spesso così.|Sempre è come questo.|È sempre così.|Quello sempre così.||ANSWERS|È sempre così.|
Ça m’étonne.|Mi stupisce.|Questa cosa mi è sorprendente.|Sono sorpreso.|Sorprende.||ANSWERS|Mi stupisce.|
Qui a cassé ce verre ? C’est moi.|Chi ha rotto questo bicchiere ? Sono stato io.|Chi rompe il bicchiere ? Questo sono io.|Il bicchiere chi ha rotto ? Me.|Chi ha rotto il bicchiere ? Io sono.||ANSWERS|Chi ha rotto questo bicchiere ? Sono stato io.|
C’est vous qui avez répondu au téléphone ? Oui , c’est nous.|E’ voi che rispondete al telefono ? Si, noi rispondiamo.|Chi avete risposto al telefono ? Si , siamo noi.|Siete stati voi a rispondere al telefono ? Si, siamo stati noi.|Voi siete stati per rispondere al telefono ? Si, abbiamo noi.||ANSWERS|Siete stati voi a rispondere al telefono ? Si, siamo stati noi.|
C’est nous qui payons le moins.|E’ noi che paghiamo il meno.|Siamo noi a pagare meno.|Questi siamo noi che paghiamo di meno.|Per pagare meno noi abbiamo.||ANSWERS|Siamo noi a pagare meno.|
A qui est-ce de jouer ? C’est à moi.|A chi tocca giocare ? Tocca a me.|A chi è per giocare ? E’ a me.|Chi spetta giocare ? Sono io.|Chi è di giocare ? Spetta a me.||ANSWERS|A chi tocca giocare ? Tocca a me.|
Ce n’est pas à toi de prendre cette responsabilité.|Non sei tu di prendere questa responsabilità.|Questo non è te a assumere questa responsabilità.|Non tocca a te di prendere questo impegno.|Non spetta a me assumere questa responsabilità.||ANSWERS|Non spetta a me assumere questa responsabilità.|
C’est à lui de jouer, pas à toi.|E’ a lui di giocare, non a tu.|Lui deve di giocare, non a te.|Tocca a lui giocare, non a te.|Spetta a lui di giocare, non tu.||ANSWERS|Tocca a lui giocare, non a te.|
C’est moi qui ai raccroché (riattaccare).|Io ho dovuto riattaccare.|Sono stato io a riattaccare|Sono io che riattaccavo.|E’ me che ho riattacare.||ANSWERS|Sono stato io a riattaccare|

Les jours, mois et saisons| id: + 164
Comment écrit-on en toutes lettres 1492 ?|mile-quattrocento-novantadue|quattrocentomila novantadue|millequattrocentonovantadue|mille-quattro cento novanta||ANSWERS|millequattrocentonovantadue|
A quelle année correspond milletrecentoventuno ?|321|3210|1321|1320||ANSWERS|1321|
Comment écrit-on en toutes lettres 1860 ?|milleottocentosessanta|ottocentosessanta|mille-otto-sessanta|milleottocento-sei||ANSWERS|milleottocentosessanta|
A quelle année correspond millenovecentosessantanove ?|1979|989|1969|1069||ANSWERS|1969|
Comment écrit-on en toutes lettres 1789 ?|milleseicentro-ottantanove|millesettecentoottantanove|settecentomilaottantanove|millesetteottantanova||ANSWERS|millesettecentoottantanove|
En chiffres arabes, Novecento correspond à :|Il XIX secolo|Il XX secolo|Il XVI secolo|Il IX secolo||ANSWERS|Il XX secolo|
En chiffres romains, XVIII correspond à :|(Ottocento) ’800|(Seicento) ’600|(Trecento) ’300|(Settecento) ‘700||ANSWERS|(Settecento) ‘700|
En chiffres arabes, Cinquecento correspond à :|Il XVI secolo|Il XVII secolo|Il XIV secolo|Il XIX secolo||ANSWERS|Il XVI secolo|
Jeudi 15 Mars se dit :|Giovedì quindici Marzo|Venerdì cinque Maggio|Giovedì quindici Maggio|Giovedì venti Marzo||ANSWERS|Giovedì quindici Marzo|
Dimanche 23 Août se dit :|Sabato tredici Agosto|Domenica tre Luglio|Domenica ventitre Agosto|Martedì ventidue Agosto||ANSWERS|Domenica ventitre Agosto|

Le plus-que-parfait| id: + 166
Ieri, quando sono arrivato al lavoro, mi sono accorto che (lasciare) il telefono a casa.|ho lasciato|avevo lasciato|lasciarono|lasciavo||ANSWERS|avevo lasciato|
Ho provato a telefonare, ma mio marito già (uscire).|ha uscito già|era uscire|aveva già uscito|D  era già uscito||ANSWERS|D  era già uscito|
Doriana (mettere) le chiavi sulla scrivania.|aveva messo|hanno mettere|ha messo|era messa||ANSWERS|aveva messo|
Quando i miei nonni sono morti, (compiere) 17 anni.|abbiamo compiuto|avevano compiere|avevo compiuto|compievo||ANSWERS|avevo compiuto|
Loro (vivere) 2 anni a Milano prima di trasferirsi a Napoli.|hanno vissuti|vivono già|aveva vivere|avevano vissuto||ANSWERS|avevano vissuto|
Quando noi (conoscersi), tu frequentavi ancora l’università.|ci siamo conosciuti|abbiamo conosciuto noi|ci conosciamo|ci abbiamo conoscere||ANSWERS|ci siamo conosciuti|
Voi (visitare) Roma prima di quest’anno ?|già visitavi|avevate già visitato|avete visitare già|hanno visitato già||ANSWERS|avevate già visitato|
Piero e Chiara non (vedere) mai un posto cosi’ bello prima !|sono visti mai|avevano mai visto|hanno veduto|vedevano mai||ANSWERS|avevano mai visto|
Perché Riccardo non è venuto al cinema con te ? Perché mi ha detto che (vedere) già il film Martedì.|aveva già visto|vedeva già|ho visto già|hanno già visto||ANSWERS|aveva già visto|
Prima di frequentare questo ristorante, non (assaggiare) la cucina indiana.|assaggiare già|hanno volere assaggiato|avevamo assaggiato|sono assiaggiati||ANSWERS|avevamo assaggiato|
Domani lui e la sua famiglia (partire) per Roma, per trovare una casa.|partiranno|saranno partire|avrà partito|partirà||ANSWERS|partiranno|
Loro (abitare) in un appartamento vicino al centro.|abitranno|abiterà|abiteranno|avrà abitato||ANSWERS|abiteranno|
Da grande, io (fare) l’attore di teatro.|faremo|farò|avrò fare|faranno||ANSWERS|farò|
Appena (io - finire) questo lavoro, (andare) a fare un po’ di jogging|sarò finito / anderò|avrò finito / sarai andato|avrò finito / andrò|avrai finire / anderai||ANSWERS|avrò finito / andrò|
Quando (io – tornare) dalle vacanze in Grecia, ti (telefonare)|avrò tornato / telefonerò|tornerò / sarò telefonato|sarò tornato / telefonerò|tornerò / avrò telefonato||ANSWERS|sarò tornato / telefonerò|
Paolo, quando (terminare) di studiare, (partire) una settimana in Sardegna per riposare.|terminerà / sarà partito|avrà terminato / partirà|avranno terminato / sarà partito|sarà terminato / partirà||ANSWERS|avrà terminato / partirà|
Giorgio e Marco non sanno cosa mangiare. (Volere) la pizza o un’insalata ?|vorranno|volerà|vorrà|avranno voluto||ANSWERS|vorranno|
Nel 2039, ogni persona (avere) un computer a casa.|averà|avrà avuto|sarà avuto|avrà||ANSWERS|avrà|
Non trovo il mio portafoglio. Dove (essere) ? Non so (essere) sul letto.|sarà / sarà|sarà stato / sarà stato|avrà stato / sarà|sarà / sarà stato||ANSWERS|sarà / sarà|

La forme réfléchie des verbes| id: + 169
La sera noi (addormentarsi) verso mezzanotte.|vi addormentate|ci addormentiamo|si addormentano|ti addormenti||ANSWERS|ci addormentiamo|
Giorgio, a che ora (alzarsi) di solito ?|ti alzi|alziamoci|vi alzate|si alza||ANSWERS|ti alzi|
Ragazzi, non (annoiarsi) a navigare sempre in Internet ?|si annoia|si annoiano|vi annoiate|ti annoi||ANSWERS|vi annoiate|
Quando torno a casa, io (rilassarsi) e (fare) una doccia.|mi rilasso/mi faccio|ci rilassiamo/ci facciamo|rilassati/devo mi fare|rilassa/si fa||ANSWERS|mi rilasso/mi faccio|
Quando va in discoteca (divertirsi) molto.|vi divertite|si divertono|divertesi|si diverte||ANSWERS|si diverte|
Ciao Giacomo ! A che ora (noi potere vedersi) domani ?|ci possiamo vedersi|possiamo vederci|possiamo verdersi|ci potete vedermi||ANSWERS|possiamo vederci|
Andiamo in Sicilia e (volere rilassarsi) una settimana.|vogliono rilassarvi|ti vuoi rilassarci|vogliamo rilassarci|ci volete rilassarvi||ANSWERS|vogliamo rilassarci|
In generale, loro (riposarsi) un’ora dopo aver mangiato|si riposano|vi riposare|riposarsono|dovere riposarci||ANSWERS|si riposano|
Claudia, (volere lavarsi) i capelli ?|si lavarsi|vuoi lavarti|ti volete lavarti|ti vuoi lavarsi||ANSWERS|vuoi lavarti|
Allora quando tornate, (vedersi), d’accordo ?|vedetevi|si vedono|vedersi noi|ci vediamo||ANSWERS|ci vediamo|

Le subjonctif passé, imparfait et plus-que-parfait| id: + 170
Conjugue le verbe entre parenthèses au subjonctif passé, imparfait ou plus-que-parfait : Pensavo che tu (diventare) avvocato.|diventi|diventassi|fossi diventare|abbia diventato||ANSWERS|diventassi|
Conjugue le verbe entre parenthèses au subjonctif passé, imparfait ou plus-que-parfait : Non ti ho telefonato ieri perché credevo che lo (fare) tu.|fai|abbiano fatto|facciamo|facessi||ANSWERS|facessi|
Conjugue le verbe entre parenthèses au subjonctif passé, imparfait ou plus-que-parfait : Mario non sapeva che Claudio e Giulia (sposarsi)|si fossero sposati|si sono sposati|si abbiano sposato|si hanno sposato||ANSWERS|si fossero sposati|
Conjugue le verbe entre parenthèses au subjonctif passé, imparfait ou plus-que-parfait : Noi credevamo che Torino (essere) più grande di Milano.|è|fosse|è stata|abbia stato||ANSWERS|fosse|
Conjugue le verbe entre parenthèses au subjonctif passé, imparfait ou plus-que-parfait : Benché voi non (mangiare) potete prendere le medicine.|mangiavate|abbiate mangiato|mangiaste|avete mangiato||ANSWERS|abbiate mangiato|
Conjugue le verbe entre parenthèses au subjonctif passé, imparfait ou plus-que-parfait : Mia madre vorrebbe che io (fare) il notaio.|farò|faccio|faccia|abbia fatto||ANSWERS|faccia|
Conjugue le verbe entre parenthèses au subjonctif passé, imparfait ou plus-que-parfait : È probabile che (decidere) di frequentare una scuola privata.|abbia deciso|decide|ha deciso|fosse deciso||ANSWERS|abbia deciso|
Conjugue le verbe entre parenthèses au subjonctif passé, imparfait ou plus-que-parfait : Speravo che il tempo (migliorare), invece continua a piovere.|migliorerà|migliorasse|abbia migliorato|migliori||ANSWERS|migliorasse|
Conjugue le verbe entre parenthèses au subjonctif passé, imparfait ou plus-que-parfait : Presumo che (essere) sempre interessato dalla cultura spagnola.|è sempre stato|ha interessato sempre|si abbia sempre interessato|sia sempre stato||ANSWERS|sia sempre stato|
Conjugue le verbe entre parenthèses au subjonctif passé, imparfait ou plus-que-parfait : Non vorrei che tu (essere) imbarazzato per questa cosa.|saresti|sei|fossi|siate stati||ANSWERS|fossi|

Places and forms of power : La décolonisation britannique| id: + 172
Qu'est-ce que l'Easter Rising ?|Une insurrection organisée par les nationalistes irlandais à Dublin|Une guérilla entre les nationalistes irlandais et les forces britanniques|Le nom donné à la signature du traité pour l'indépendance de l'Irlande|Le nom du principal parti nationaliste irlandais||ANSWERS|Une insurrection organisée par les nationalistes irlandais à Dublin|
Que se passe-t-il en 1921 ?|L'Inde devient indépendante|Le traité d'indépendance de l'Irlande est signé et marque le retour au calme dans la région|Le traité d'indépendance de l'Irlande est signé mais les violences continuent en Irlande du Nord|L'Inde accède à l'indépendance et une partie de son territoire devient le Pakistan||ANSWERS|Le traité d'indépendance de l'Irlande est signé et marque le retour au calme dans la région|
Qui était Eamon de Valera?|Un chef militaire irlandais nationaliste|Un leader politique nationaliste irlandais|Le Premier Ministre Britannique à l'époque de la guerre d'indépendance d'Irlande|Un prisonnier politique irlandais mort en prison d'une grève de la faim||ANSWERS|Un leader politique nationaliste irlandais|
Comment s'appelle le principal parti politique indien en faveur de l'indépendance ?|Le Congrès pour une Indépendance Non-Violente|La Ligue Musulmane|Le Congrès National Indien|La Ligue pour le Pakistan Libre||ANSWERS|La Ligue pour le Pakistan Libre|
Qu'est-ce qu'un dominion?|Un autre nom pour une colonie britannique|Le gouverneur d'une colonie britannique|Une colonie britannique nouvellement indépendante|Une colonie britannique qui dispose de plus d'autonomie que les autres||ANSWERS|Une colonie britannique qui dispose de plus d'autonomie que les autres|
En quelle année l'Inde obtient-elle son indépendance ?|En 1921|En 1945|En 1947|En 1957||ANSWERS|En 1947|
Quelle est la première colonie africaine à obtenir son indépendance?|La Côte de l'Or (le Ghana)|La Rhodésie (le Zimbabwe)|L'Afrique du Sud|Le Bangladesh||ANSWERS|La Côte de l'Or (le Ghana)|
Quel Premier Ministre britannique prononce le célèbre discours du "Wind of Change" en 1960 ?|Winston Churchill|Harold MacMillan|Clement Attlee|Lord Mountbatten||ANSWERS|Harold MacMillan|
